user_name,nickname,signature,verified,follower_count,following_count,likes_count,video_count,last_active,only_mentions,only_duos,collabs,collabs_url,hashtags,instrument,style 
os_newyorkcity,OS NYC,"🗽New York City’s Home for Gamers, Streamers & Creators",False,258,8,566,10,2022-01-02,"['chillymountain', 'thetipsygeek', 'blackkrystel', 'mikelabelle', 'redbullgaming', 'redbullnewyork']",[],"['chillymountain', 'thetipsygeek', 'blackkrystel', 'mikelabelle', 'redbullgaming', 'redbullnewyork']","{'chillymountain': 'https://v16-webapp.tiktok.com/3d6a275135155baad14a88032ff7e81c/61d37f3b/video/tos/useast5/tos-useast5-ve-0068c002-tx/730aac38c6544a738803ddccd8943a0d/?a=1988&br=2636&bt=1318&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031656510102230650521A5C8782&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M293Ojs6ZjQ1OTMzZzczNEApaTczNGZlaDs3NzM4PDY2ZGdtaGdqcjRvZ2hgLS1kMS9zczIyMWM1L2A2MC1hNjIyMDA6Yw%3D%3D&vl=&vr=', 'thetipsygeek': 'https://v16-webapp.tiktok.com/3d6a275135155baad14a88032ff7e81c/61d37f3b/video/tos/useast5/tos-useast5-ve-0068c002-tx/730aac38c6544a738803ddccd8943a0d/?a=1988&br=2636&bt=1318&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031656510102230650521A5C8782&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M293Ojs6ZjQ1OTMzZzczNEApaTczNGZlaDs3NzM4PDY2ZGdtaGdqcjRvZ2hgLS1kMS9zczIyMWM1L2A2MC1hNjIyMDA6Yw%3D%3D&vl=&vr=', 'blackkrystel': 'https://v16-webapp.tiktok.com/a4c408b57a099c3f191b46d870c1feb6/61d37f3d/video/tos/useast2a/tos-useast2a-pve-0068/8f8eaf2f724e4367a706e656dbd0ed62/?a=1988&br=3028&bt=1514&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031656510102230650521A5C8782&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3h2dmc6ZjRvODMzNzczM0ApOjM2Z2VkPGQ2N2Y5MzUzOGdyLWdfcjRnamFgLS1kMTZzc2NfYy1jLzBgNS4yMzUtNS86Yw%3D%3D&vl=&vr=', 'mikelabelle': 'https://v16-webapp.tiktok.com/141d46ebf98ff924068e11ddbd7ae10f/61d37f47/video/tos/useast2a/tos-useast2a-pve-0068/5653f9a0d5c34892aaedcaf9017f6523/?a=1988&br=2550&bt=1275&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031656510102230650521A5C8782&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3Q6dTQ6Znc1ODMzNzczM0ApNWRnOmhpNTszNzg4aTo8OmdoXnNmcjRnYWFgLS1kMTZzcy5eXi1iMC0wY2BhNjMyY146Yw%3D%3D&vl=&vr=', 'redbullgaming': 'https://v16-webapp.tiktok.com/141d46ebf98ff924068e11ddbd7ae10f/61d37f47/video/tos/useast2a/tos-useast2a-pve-0068/5653f9a0d5c34892aaedcaf9017f6523/?a=1988&br=2550&bt=1275&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031656510102230650521A5C8782&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3Q6dTQ6Znc1ODMzNzczM0ApNWRnOmhpNTszNzg4aTo8OmdoXnNmcjRnYWFgLS1kMTZzcy5eXi1iMC0wY2BhNjMyY146Yw%3D%3D&vl=&vr=', 'redbullnewyork': 'https://v16-webapp.tiktok.com/141d46ebf98ff924068e11ddbd7ae10f/61d37f47/video/tos/useast2a/tos-useast2a-pve-0068/5653f9a0d5c34892aaedcaf9017f6523/?a=1988&br=2550&bt=1275&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031656510102230650521A5C8782&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3Q6dTQ6Znc1ODMzNzczM0ApNWRnOmhpNTszNzg4aTo8OmdoXnNmcjRnYWFgLS1kMTZzcy5eXi1iMC0wY2BhNjMyY146Yw%3D%3D&vl=&vr='}","['videogames', 'headset', 'headsetgaming', 'gamer', 'leagueoflegends', 'bar', 'nyc', 'lounge', 'cocktails', 'fyp', 'gamerdogs', 'smashbrosultimate', 'fifa22', 'happyhour', 'bartender', 'thingstodoinnyc', 'gamers', 'streamers', 'newyorkcity']",[],[]
connorterrones,Connor Terrones,"📍Denver, CO
I make noise.
Dropping an album this year. 😏",False,3368,366,62700,85,2021-12-12,[],['cranky_crab'],['cranky_crab'],{'cranky_crab': 'https://v16-webapp.tiktok.com/1a62eec3f4d7ed29e278ca6548c71349/61d37f43/video/tos/useast5/tos-useast5-ve-0068c003-tx/6f93c77a29a645a583d621a116137f64/?a=1988&br=1408&bt=704&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031656560102230650521A5C8A7B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amlya2Y6ZmluOTMzZzczNEApNztkZWlmZ2UzNzllNzQ3ZGdxY21zcjRfNG5gLS1kMS9zcy01NC41Ml8uNDQtLS5gLzM6Yw%3D%3D&vl=&vr='},"['2021', '2021recap', 'op1', 'synth', 'teenageengineering', 'duet', 'denver', 'colorado', 'sequencer', 'videogamemusic', 'synthesizer', 'music', 'collab', 'fyp', 'foryou', 'foryoupage', 'melody', 'fypシ', 'vanscheckerboardday', 'donkeykongcountry', 'aquaticambience', 'snes', 'davidwise', 'nintendo', 'videogames', 'co', 'duetthis', 'animemusic', 'viral', 'piano', 'love', 'fallinlove', 'jdilla', 'slumvillage', 'hiphop', 'jaydee', 'dontsellyourself', 'loop', 'pokemon', 'professoroak', 'gameboy', 'undertale', 'tobyfox', 'undertalemusic', 'pianoplaying', 'bells', 'xylophone', 'mychemicalromance', 'theblackparade', 'welcometotheblackparade', 'emo', 'emomusic', 'mcr']","['piano', 'synth']",['hiphop']
danchapmannn,Daniel Chapman,Insta: danchapmann,False,876,161,3401,5,2021-02-09,[],[],[],{},"['fyp', 'foryoupage', 'gym', 'motivation', 'transformation', 'bulkingseason', 'gymshark', 'foryou', 'doubledutch', 'toosieslide', 'basketball', 'ballislife']",[],[]
mimicttt,Mimi Cai,"💙Instagram: mimicttt💙
Depop @mimi_cai",False,128,109,693,44,2021-12-31,[],[],[],{},"['2021', 'bye2021', 'plogvlog', '2021cameraroll', 'minivlog', 'cameradump📷', 'greenscreen', 'outfit', 'instagram', 'insta', 'modellife', 'modeling', 'londonlife', 'shooting', 'asianmodel', 'stylistlife', 'filmdump', 'camerarolldump', 'fypシ', 'motivation', 'singleday2021', 'lovestory', 'lover', 'loveyou', 'modelinglife', 'modellondon', 'londontown', 'london']",[],[]
_im_yaboy,_im_yaboy,"Mind Your Business
   $Kivioniles 
     ⚡️20⚡️",False,349,1237,3706,115,2022-01-01,['lemonlan3_'],"['coolina_usa', 'kreationzbykijafa', 'staceyryanmusic', 's_mithushan']","['coolina_usa', 'kreationzbykijafa', 'staceyryanmusic', 's_mithushan', 'lemonlan3_']","{'coolina_usa': 'https://v16-webapp.tiktok.com/0b8c2beed273ef91064d2c934eb48dc6/61d37f8a/video/tos/useast5/tos-useast5-ve-0068c002-tx/1a4b48bc95964690b680f4519e07a863/?a=1988&br=2386&bt=1193&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220103165719010223129022205D4166&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzZtN2c6Zm45OjMzZzczNEApNWRlZjhmZWRlNzY3ZWk5ZWdqM2ZucjRnbTRgLS1kMS9zczNiNl4vXjUxYy0vMDA1Yy86Yw%3D%3D&vl=&vr=', 'kreationzbykijafa': 'https://v16-webapp.tiktok.com/0b8c2beed273ef91064d2c934eb48dc6/61d37f8a/video/tos/useast5/tos-useast5-ve-0068c002-tx/1a4b48bc95964690b680f4519e07a863/?a=1988&br=2386&bt=1193&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220103165719010223129022205D4166&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzZtN2c6Zm45OjMzZzczNEApNWRlZjhmZWRlNzY3ZWk5ZWdqM2ZucjRnbTRgLS1kMS9zczNiNl4vXjUxYy0vMDA1Yy86Yw%3D%3D&vl=&vr=', 'staceyryanmusic': 'https://v16-webapp.tiktok.com/cbea3522d376f0923a48d101cbf39816/61d37f81/video/tos/useast5/tos-useast5-ve-0068c003-tx/3a6e67b4350b4b338f9d4885031eeb9b/?a=1988&br=2368&bt=1184&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220103165719010223129022205D4166&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=am4zNGg6ZmRrOjMzZzczNEApZzhkNmQ1ZmRlN2hmaTc0PGdpbWZkcjRfMDNgLS1kMS9zczU0NS80NmFiYTZjMWMwLTQ6Yw%3D%3D&vl=&vr=', 's_mithushan': 'https://v16-webapp.tiktok.com/9871c17734709f52e628db1d1b43205c/61d37f7f/video/tos/useast5/tos-useast5-pve-0068-tx/4e2525ce2f5b449289d9323653aa6607/?a=1988&br=2478&bt=1239&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220103165719010223129022205D4166&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amk7bjM6Zjc5OjMzZzczNEApNjs5ZTM3ZGRpNzc7Zzk3aGdiaDAvcjQwbi5gLS1kMS9zczBiYDQxXi8xNmAzL2MyXl86Yw%3D%3D&vl=&vr=', 'lemonlan3_': 'https://v16-webapp.tiktok.com/631579ba25cc59d1014ec2a7bf5381d7/61d37f6f/video/tos/useast5/tos-useast5-pve-0068-tx/a0e07d4f291f4eacb6ee23cf4aea6771/?a=1988&br=2654&bt=1327&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220103165719010223129022205D4166&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amRoNDM6ZndvOjMzZzczNEApN2c1ODQ1ZmQ6N2g7ZTo1OGczNjQycjQwNC1gLS1kMS9zczUwYTVgYGNfNF5eMi0tYmI6Yw%3D%3D&vl=&vr='}","['imyaboy', 'fyp', '2022', 'livingmybestlife', 'duet', 'imkijafa', 'viral', 'reaction', 'mom', 'funny', 'wow', 'music', 'iwrotethis', 'fire', 'singer', '2021', 'tiktok', 'hellnaw', 'blacktiktok', 'blackwomenonly', 'blackqueens', 'royalty', 'blm', 'blacklivesmatter', 'foryou', 'blackpower', 'blackbeauty', 'thestandard', 'allshades', 'whatswrongwithme', 'jokes', 'behonest', 'vinyl', 'vinylrecords', 'vinylcollection', 'askmeaboutthem', 'enjoy', 'lit', 'hurryup', 'mysister', 'laughing', 'fypシ', 'sister']",[],[]
ezraglatt,ezraglatt,"singer/songwriter 
Ig: @ezraglattmusic 
Original songs",False,66900,219,543100,110,2021-12-30,"['onyxbones', 'biggusviccus420', 'cranky_crab']",[],"['onyxbones', 'biggusviccus420', 'cranky_crab']","{'onyxbones': 'https://v16-webapp.tiktok.com/e440d43cfbd7a6170d7f0356a967b1e0/61d37f84/video/tos/useast2a/tos-useast2a-ve-0068c004/bd0f52c36cfe477bad777b41fbc79469/?a=1988&br=1382&bt=691&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220103165724010223077154046566C6&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajx5cWc6ZmhsOjMzNzczM0ApMzNkPGk1OGU2NzY0NzxpNGdeamMtcjRfMTNgLS1kMTZzczAvLzIyMGAxYC01NS9hMzE6Yw%3D%3D&vl=&vr=', 'biggusviccus420': 'https://v16-webapp.tiktok.com/6c9151a9b55bc35302af4551d20e269a/61d37f5c/video/tos/useast2a/tos-useast2a-ve-0068c004/b3281a9e828041b8b29fcde4eef389ca/?a=1988&br=1712&bt=856&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220103165724010223077154046566C6&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzNxd2Y6ZmRnOjMzNzczM0ApOzQ0OmdnZGU5N2Y6NDU1ZWcuY2pscjRvNC1gLS1kMTZzc2AzNjQvYjEzLmFgYjAzNC86Yw%3D%3D&vl=&vr=', 'cranky_crab': 'https://v16-webapp.tiktok.com/3fabee40a218c28e78f4b4b91aeefa61/61d37f8b/video/tos/useast2a/tos-useast2a-ve-0068c003/c59475d25ba4405fa97ce43969fbfad7/?a=1988&br=1106&bt=553&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220103165724010223077154046566C6&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3ZzcDs6Zmc8OTMzNzczM0ApMzszZzo1Nzs0N2lmZjM1M2doMGA2cjRfY21gLS1kMTZzc2MyXy4vYmEwXjYuYTIuYl46Yw%3D%3D&vl=&vr='}","['singersongwriter', 'originalmusic', 'indiefolk', 'altfolkmusic', 'altfolk', 'oddtimesignature', 'timesignature', 'fingerpic', 'fingerpickin', 'pov', 'nickdrake', 'impressions', 'ukelel', 'softfolk', 'nostolgia', 'fingerpicking', 'uketok', 'ezraglatt', 'calmingmusic']",[],[]
thenatalieweiss,Natalie Weiss,"Creator of Breaking Down The Riffs ®
📧: partnerships@natalieweissofficial.com",False,475700,256,6900000,203,2022-01-03,"['djcalzada', 'jamesarthur23', 'max_pinson', 'sophiajamesmusic', 'shawnmolko']",['pentatonix'],"['djcalzada', 'jamesarthur23', 'pentatonix', 'max_pinson', 'sophiajamesmusic', 'shawnmolko']","{'djcalzada': 'https://v16-webapp.tiktok.com/f58404b32a895b64468bbe67a7d4bb1b/61d37f65/video/tos/useast5/tos-useast5-ve-0068c004-tx/b4216109a87c4abc9391d6c18a581787/?a=1988&br=776&bt=388&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031657290102230981611E625A79&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amdydGc6ZnY7OjMzZzczNEApOjlmaTg1Ojs6Nzo2MzhkaWc0M2g2cjRfYTZgLS1kMS9zc2IwYjRhMGNjMS9fMC8yYzM6Yw%3D%3D&vl=&vr=', 'jamesarthur23': 'https://v16-webapp.tiktok.com/554ffa1862ebea90a587336dbb295b1d/61d37f5e/video/tos/useast5/tos-useast5-pve-0068-tx/a835135d843944779b051428a4cbb671/?a=1988&br=1336&bt=668&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031657290102230981611E625A79&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2Y0bWQ6Zm47OjMzZzczNEApOTNnOmgzNWU5Nzo6NTg6PGdgYm8vcjRnXjVgLS1kMS9zc2BjNi4xLmAyXzMyMDVfLzY6Yw%3D%3D&vl=&vr=', 'pentatonix': 'https://v16-webapp.tiktok.com/25f03335379078ac08361c958659a34a/61d37f78/video/tos/useast5/tos-useast5-ve-0068c002-tx/3a27cf0ba6594f2a8341b8da588fd8bb/?a=1988&br=1808&bt=904&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031657290102230981611E625A79&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=and3dGc6Zm54OjMzZzczNEApN2ZoaGk5NGVkNzpkZTgzPGc2ZWs2cjQwMDJgLS1kMS9zczIzXmIwYmEzLmEvLjItMjE6Yw%3D%3D&vl=&vr=', 'max_pinson': 'https://v16-webapp.tiktok.com/ddbce76bbd85e08554fcf0fec9ba43ae/61d37f80/video/tos/useast5/tos-useast5-ve-0068c003-tx/0b72018a55b247e1856db7ee6dd417f3/?a=1988&br=1410&bt=705&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031657290102230981611E625A79&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anRsOzg6Zmw2OjMzZzczNEApOmhoaDk1aDw2Nzc7NzQ8OWdtLV5wcjQwYDJgLS1kMS9zcy0wNi5gXjE2LWEvXmEzX2I6Yw%3D%3D&vl=&vr=', 'sophiajamesmusic': 'https://v16-webapp.tiktok.com/7886b2db0a9c1e52696b2c50a03b1299/61d37f94/video/tos/useast5/tos-useast5-ve-0068c002-tx/8f846f7f04b5497e95b3d3ae4fdf58e8/?a=1988&br=2224&bt=1112&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031657290102230981611E625A79&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajR0N2c6Zjs2OjMzZzczNEApPDs6PGg3ODw1N2dmOzw8N2cxYWhucjRfNDBgLS1kMS9zczIwYF8wYTVhYDEyYWFjYS86Yw%3D%3D&vl=&vr=', 'shawnmolko': 'https://v16-webapp.tiktok.com/2ea5866bb77cf815e28c3fec03309230/61d37f68/video/tos/useast5/tos-useast5-ve-0068c003-tx/b8b430af8d444c75a28022e43875117b/?a=1988&br=1902&bt=951&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031657290102230981611E625A79&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3Nudjo6ZnRmOjMzZzczNEApOWk5PGlpOWRkNzU4Ojk5ZWc1YW9tcjRnXi1gLS1kMS9zc2AvMTVhXy5iNC9hY2A2LjE6Yw%3D%3D&vl=&vr='}","['belting', 'grwm', 'duet', 'hexatonix', 'stitch', 'bdtr', 'breakingdowntheriffs', 'fyp', 'riffsandruns', 'scales', 'bloopers', 'amywinehouse']",[],[]
sophiajamesmusic,Sophia James,Existential.,True,215500,130,4200000,109,2021-12-31,"['storiesweekdays', 'sarah.isen', 'merrycatmas']",['thenatalieweiss'],"['thenatalieweiss', 'storiesweekdays', 'sarah.isen', 'merrycatmas']","{'thenatalieweiss': 'https://v16-webapp.tiktok.com/8b186992a4f4f5cf43802f239e3675ea/61d37f98/video/tos/useast5/tos-useast5-ve-0068c004-tx/92955d5cfeb54388ba62c936b914c463/?a=1988&br=1522&bt=761&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031657360101890742251966F484&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M204OmY6ZnltOjMzZzczNEApNmU5OmU8NDs3NzZnZTdlZWdmNmVucjRnMS9gLS1kMS9zc15iNDJgNV9hYF9jLjQwLjA6Yw%3D%3D&vl=&vr=', 'storiesweekdays': 'https://v16-webapp.tiktok.com/42911fc6d20d1a3ffdc432f7eb9cdb72/61d37f98/video/tos/useast5/tos-useast5-ve-0068c001-tx/d3056765545647a2b8f1b3739f907cba/?a=1988&br=1394&bt=697&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031657360101890742251966F484&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anY8cjY6Znd1OTMzZzczNEApPDNkaTQ2ZGU7NzQ6NGQ1aGduL2dkcjRvb21gLS1kMS9zczRfNmBeLzJhYGM0YTVeNS86Yw%3D%3D&vl=&vr=', 'sarah.isen': 'https://v16-webapp.tiktok.com/3369fae4a98784af9e88fae71ff1f45c/61d37f73/video/tos/useast2a/tos-useast2a-ve-0068c003/c048b97e89e64ffbbf9c0c8dcc17a845/?a=1988&br=2022&bt=1011&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031657360101890742251966F484&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anhpdzQ6ZmVvODMzNzczM0ApOmU4Zmg1Ozs2Nzw1OGk5OmdrazAtcjRfcmNgLS1kMTZzcy4xX15hYmAuLl82MF4zNi06Yw%3D%3D&vl=&vr=', 'merrycatmas': 'https://v16-webapp.tiktok.com/3369fae4a98784af9e88fae71ff1f45c/61d37f73/video/tos/useast2a/tos-useast2a-ve-0068c003/c048b97e89e64ffbbf9c0c8dcc17a845/?a=1988&br=2022&bt=1011&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031657360101890742251966F484&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anhpdzQ6ZmVvODMzNzczM0ApOmU4Zmg1Ozs2Nzw1OGk5OmdrazAtcjRfcmNgLS1kMTZzcy4xX15hYmAuLl82MF4zNi06Yw%3D%3D&vl=&vr='}","['meteor', 'singnersongwriter', 'duet', 'ucla', 'turningtables', 'originalsong', 'singersongwriter', 'sadgirlhours', 'practicerooms', 'musicschool', 'riffing', 'roommates', 'trio', 'fyp', 'valerie', 'shedsessionslive', 'amywinehouse', 'therain', 'autumnvibes', 'vmas', 'pleaseinviteme']",[],[]
nathanielsemsen,Nathaniel Semsen,"20 he/him
music, marvel, memes, and more
⇩ STTMCU MERCH ⇩",False,202900,2453,11000000,984,2022-01-02,"['wtfaleisa', 'simpertonn']",['nathanielsemsen'],"['wtfaleisa', 'simpertonn', 'nathanielsemsen']","{'wtfaleisa': 'https://v16-webapp.tiktok.com/945bc92afe912ceea1b7bf3e6458efcc/61d37f76/video/tos/useast5/tos-useast5-ve-0068c001-tx/d93a8d52e3e343378aa0bed3a5347f03/?a=1988&br=1062&bt=531&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031657470102231210790E60A5E5&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amZqZDw6Zmo2OjMzZzczNEApPGU1ODg1M2U6NzlmNjo1M2dqYnJtcjRnMjRgLS1kMS9zczIuL15fYTJhYDUwXmNfMTA6Yw%3D%3D&vl=&vr=', 'simpertonn': 'https://v16-webapp.tiktok.com/29dbda4769810279856fa6dc9ec9762c/61d37f73/video/tos/useast5/tos-useast5-ve-0068c004-tx/ff569b6d92f74eea8ab935f8cd18e223/?a=1988&br=2030&bt=1015&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031657470102231210790E60A5E5&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajY8NTU6Zmo4OjMzZzczNEApaTg1OzdmM2Q0Nzo5Ojw4aWdsX2c2cjRvLzJgLS1kMS9zcy8yLTVjYV9fXzA1YTZiMGA6Yw%3D%3D&vl=&vr=', 'nathanielsemsen': 'https://v16-webapp.tiktok.com/6b798cc2a146d845b9a77cadf930efc6/61d37f77/video/tos/useast5/tos-useast5-ve-0068c001-tx/cac69dc7e4aa42908b12e62007c689ef/?a=1988&br=1514&bt=757&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031657470102231210790E60A5E5&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ams3dDc6ZnB5OjMzZzczNEApZzg1Z2k6aGRmN2ZlO2ZkNGdgb19jcjRnbDFgLS1kMS9zc182YS1eLy42MzU0Xy4uMS46Yw%3D%3D&vl=&vr='}","['tasm', 'andrewgarfield', 'spiderman', 'marvel', 'marvelstudios', 'nowayhome', 'tasm2', 'theamazingspiderman', 'skit', 'brooklynninenine', 'jakeperalta', 'tobeymaguire', 'tomholland', 'peterparker', 'sony', 'spidergwen', 'cosplay', 'multiverseofmadness', 'doctorstrange', 'attackontitan', 'obsession', 'spidey', 'tasm3', 'spidermannowayhome', 'spideytransition', 'duet', 'gwenstacy']",[],[]
jacobcollier,Jacob Collier,Stegosaurus,True,481900,92,5700000,70,2021-12-22,"['tiktok', 'charlieputh']",['universalpics'],"['tiktok', 'charlieputh', 'universalpics']","{'tiktok': 'https://v16-webapp.tiktok.com/590ec59fabeb04223996f4141c66eda7/61d37f83/video/tos/useast2a/tos-useast2a-pve-0068/10b5f3f5b5fd473d83b477b96f1cb71b/?a=1988&br=3602&bt=1801&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=2022010316575301019205606712664DF9&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=Mzp4PGQ6ZnlqOTMzNzczM0ApN2VkaDM8Ojw6Nzs1PGU7aWdrYmVlcjRna25gLS1kMTZzczMwXy82XmE0Li1jNTNeMS86Yw%3D%3D&vl=&vr=', 'charlieputh': 'https://v16-webapp.tiktok.com/fb5c72f08de46f93d89155712ca0d880/61d37f84/video/tos/useast2a/tos-useast2a-ve-0068c004/ef980400f55c4ab7837ef99089a81228/?a=1988&br=2384&bt=1192&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=2022010316575301019205606712664DF9&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3E1cTg6ZmdvOTMzNzczM0ApNmhkOmY8Zzs4NzY3ZGk2Nmdvc2hxcjRfMGhgLS1kMTZzczQ1NGNfLl5fNmEyLjRiLzY6Yw%3D%3D&vl=&vr=', 'universalpics': 'https://v16-webapp.tiktok.com/346608e1dc128e283756512b5e7a23d6/61d37f77/video/tos/useast2a/tos-useast2a-pve-0068/c234764a07ce4b2087af0e3d47499db3/?a=1988&br=1434&bt=717&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=2022010316575301019205606712664DF9&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzQ4Njs6Zmh4ODMzNzczM0ApNzg1OjppaTxkNzZnOjhpPGcyaGBicjRfZGZgLS1kMTZzczYuLWEtYjQuL14tNDIvLWM6Yw%3D%3D&vl=&vr='}","['silentnightchallenge', 'midi', 'typing', '2021', 'nestlecrunch', 'thesunisinyoureyes', 'solar', 'roof', '5string', 'guitar', 'm1', 'max', 'madness', 'macbook', 'minotaur', 'moomintroll', 'duet']",['guitar'],[]
