user_name,signature,verified,basic_stats,collabs,music_collabs,hashtags
johnmarknelson,music maker in los angeles,False,"follower_count : 8227
following_count : 64
likes_count : 60400
video_count : 71
last_active : 2022-01-26
freq_post : 1 days
","christofersco21
dwrigz
juliaprattmusic
glenwoodcrowe
mandagracemusic
ronartisii","christofersco21 : https://tiktok.com/@johnmarknelson/video/7043847964447575302 (duo, vidéo num: 18)
juliaprattmusic : https://tiktok.com/@johnmarknelson/video/7043845595890519301 (duo, vidéo num: 20)
glenwoodcrowe : https://tiktok.com/@johnmarknelson/video/7040586950767611141 (duo, vidéo num: 27)
mandagracemusic : https://tiktok.com/@johnmarknelson/video/7040584390073699589 (duo, vidéo num: 28)
ronartisii : https://tiktok.com/@johnmarknelson/video/7040582998663712006 (duo, vidéo num: 29)
","instruments : guitar (18), bass (21), piano (9), drums (1), tuba (1)
styles : lofi (14)
others : newmusic, songwriting, musiciansoftiktok, fy, fyp, guitar, bass, beats, producersoftiktok, op1, chorus, singing, piano, viral, lofi, goals, synthtok, pianotutorial, duet, ambient
"
christofersco21,"Swimming in the ocean of music artistry 😊

🏳️‍🌈",False,"follower_count : 116
following_count : 398
likes_count : 726
video_count : 26
last_active : 2022-01-18
freq_post : 7 days
","ethanbortnick
evntyd_
ethanhodges02
its_thebeardedguitarist
christofersco21
vadesings
johnmarknelson
jacobcollier
sadiejean
sowan000
ryanrobsonbluer
liannefrankel
itspoppymoon
pat.smith85
lukehatchmusic
sammyraemusic","evntyd_ : https://tiktok.com/@christofersco21/video/7047329779011341615 (duo, vidéo num: 2)
ethanhodges02 : https://tiktok.com/@christofersco21/video/7046615972429548847 (duo, vidéo num: 3)
its_thebeardedguitarist : https://tiktok.com/@christofersco21/video/7044666734791576878 (duo, vidéo num: 5)
christofersco21 : https://tiktok.com/@christofersco21/video/7044657996613602606 (duo, vidéo num: 6)
vadesings : https://tiktok.com/@christofersco21/video/7044301087993548079 (duo, vidéo num: 7)
johnmarknelson : https://tiktok.com/@christofersco21/video/7043540738914667822 (duo, vidéo num: 8)
itspoppymoon : https://tiktok.com/@christofersco21/video/6984151226313149701 (duo, vidéo num: 22)
pat.smith85 : https://tiktok.com/@christofersco21/video/6983986893360762118 (duo, vidéo num: 24)
","instruments : 
styles : funk (1)
others : duet, cutmyfingersoff, fyp, fypシ, singer, 2022, music, singing, song, christoferscott, songwriter, gay, lgbt, wydnow, sadiejean, original, showme, valerie, amywinhouse, christmas
"
juliaprattmusic,singer/songwriter,False,"follower_count : 592
following_count : 225
likes_count : 2496
video_count : 19
last_active : 2022-01-06
freq_post : 5 days
","johnmarknelson
juliaprattmusic
jonahkagen
jakefinemusic
richmusicrich
finneas
billieeilish
kevinogarrett
boydeco
dogvsdogg","johnmarknelson : https://tiktok.com/@juliaprattmusic/video/7043452375255862534 (duo, vidéo num: 3)
juliaprattmusic : https://tiktok.com/@juliaprattmusic/video/7035776570866421038 (duo, vidéo num: 4)
boydeco : https://tiktok.com/@juliaprattmusic/video/7021223912109362437 (duo, vidéo num: 15)
","instruments : 
styles : 
others : voiceeffects, fyp, foryou, fy, mtjoy, mtjoycover, singersongwriter, singersoftiktok, cover, coversong, unsignedartist, christmassong, originalchristmassong, songwriter, originalsong, originalmusic, foryoupage, songwritersoftiktok, harmonies, duet
"
glenwoodcrowe,"Music maker, #veganbro 🌱, Cat dad
🎵follow on Spotify🎶🎧",False,"follower_count : 3188
following_count : 1713
likes_count : 90200
video_count : 590
last_active : 2022-01-24
freq_post : 0 days
","voyagebycello
tommorello
justsomemustard
lemonadesnow
glenwoodcrowe
teenage.engineering
calvero_sings
rachelkcollier
wildcardjess
carolineplz
stephaniecalkins5
arson4arson","voyagebycello : https://tiktok.com/@glenwoodcrowe/video/7052141809002335534 (duo, vidéo num: 12)
justsomemustard : https://tiktok.com/@glenwoodcrowe/video/7056595547419036974 (mention, vidéo num: 1)
glenwoodcrowe : https://tiktok.com/@glenwoodcrowe/video/7054721960017939758 (mention, vidéo num: 5)
calvero_sings : https://tiktok.com/@glenwoodcrowe/video/7054197633614875950 (mention, vidéo num: 8)
rachelkcollier : https://tiktok.com/@glenwoodcrowe/video/7053805795724594478 (mention, vidéo num: 9)
","instruments : 
styles : 
others : veganbro, ricebowls, garlicdip, rawgarlic, tapenade, iloveolives, selfpromotion, newmusicoutnow, improvchef, jazzkitchen, beets, freshbeets, friedsalad, miyokos, ilovebeets, veganuary, hikingwithglen, diymusician, handmadealbum, customstamps
"
mandagracemusic,Professional 🚿 shower singer,False,"follower_count : 3480
following_count : 175
likes_count : 42800
video_count : 252
last_active : 2022-01-25
freq_post : 4 days
","laurenspencersmith
pinksweatsmusic
victoriacanal
jamiemillmusic
staceyryanmusic
itshaleyjoelle
alexdavidkimball
vaultboymusic
jacktjames_
johnmarknelson
liannefrankel
pentatonix
sadiejean
jonahkagen
pianojordan
classicaltrombone
lawrencetheband","alexdavidkimball : https://tiktok.com/@mandagracemusic/video/7043933809271704879 (duo, vidéo num: 11)
jacktjames_ : https://tiktok.com/@mandagracemusic/video/7039518639279721774 (duo, vidéo num: 14)
johnmarknelson : https://tiktok.com/@mandagracemusic/video/7039498031292681518 (duo, vidéo num: 15)
","instruments : 
styles : rnb (1)
others : duet, openversechallenge, fingerscrossed, openverse, songwriting, torikelly, pinksweats, songwritingchallenge, singingduet, lyricchallenge, songwritingduet, hrsandhrs, munilong, hrsandhrschallenge, voiceeffects, rnb, breatheagain, sarabareilles, singingcover, greenscreensticker
"
ronartisii,,False,"follower_count : 39
following_count : 19
likes_count : 182
video_count : 14
last_active : 2022-01-13
freq_post : 62 days
","johnmarknelson
thunderstormartis
hydroflask","johnmarknelson : https://tiktok.com/@ronartisii/video/7040548446859988270 (duo, vidéo num: 2)
thunderstormartis : https://tiktok.com/@ronartisii/video/6916277369137401093 (mention, vidéo num: 7)
","instruments : guitar (3), drums (1)
styles : funk (1)
others : guitar, letsgo, riff, guitarsolo, duetwithme, duetme, guitartok, funk, fastguitar, duet, tbt, dadlife, kidquestions, athome, frozen, drums, soulmusic, electricguitar, hawaii
"
evntyd_,"Stream Parisian Fur
Pre-Save Boredom
⬇️",False,"follower_count : 58300
following_count : 71
likes_count : 511200
video_count : 240
last_active : 2022-01-26
freq_post : 0 days
","dakotadrummorgan
number9revloution
andrewdvan
guitartemple
fakedeepnick
brlzeebee
lookaleaf","dakotadrummorgan : https://tiktok.com/@evntyd_/video/7052519900937555246 (duo, vidéo num: 20)
number9revloution : https://tiktok.com/@evntyd_/video/7056162757896604974 (mention, vidéo num: 6)
guitartemple : https://tiktok.com/@evntyd_/video/7055708969611889967 (mention, vidéo num: 9)
fakedeepnick : https://tiktok.com/@evntyd_/video/7054911610674269487 (mention, vidéo num: 12)
brlzeebee : https://tiktok.com/@evntyd_/video/7054704924667596079 (mention, vidéo num: 13)
","instruments : guitar (3), bass (2)
styles : 
others : music, fyp, answer, guitar, guitartok, guitarlesson, lyrics, songwriting, musician, mayo, dare, daredevil, neveragain, songwriter, foryou, bass, dreampop, postpunk, spotify, newmusic
"
ethanhodges02,Insta @ethanhodgesss,False,"follower_count : 98700
following_count : 72
likes_count : 1300000
video_count : 76
last_active : 2022-01-24
freq_post : 2 days
","iamtomwalker
lewiscapaldi
jessiereyez
shawnmendes
postmalone
coldplay
billieeilish
usher
itsjennaraine
jamesarthur23
arlissa_xx
jonasblue
edsheeran
laurenspencersmith
ddlovato
sadiejean
the1975
lordhuron
faouziaofficial
johnlegendofficial",,"instruments : piano (3)
styles : 
others : acousticcovers, tomodell, planttok, roland, plantsoftiktok, shawnmendes, postmalone, ethanhodges, acoustic, billieeilish, curlyhair, myfuture, adele, coversforlovers, usher, myboo, jennaraine, fyp, cover, jamesarthur
"
its_thebeardedguitarist,"Guitarist/YouTuber 🎸 
📍London 🇬🇧
👇Sample Packs & Merch👇",False,"follower_count : 26200
following_count : 99
likes_count : 106600
video_count : 105
last_active : 2022-01-23
freq_post : 2 days
","keshi
summerwalker",,"instruments : guitar (5), chords (1)
styles : rnb (1), groove (3), neosoul (13), lofi (3)
others : acoustic, fingerpicking, guitar, neosoul, lofi, rnbguitar, chillhop, guitarchords, guitartips, musictheory, learnguitar, sultansofswing, sologuitar, guitarsolo, fingerstyle, direstraits, acousticguitar, fingerstyleguitar, neosoulguitar, guitartok
"
vadesings,"Multi-Award Winning A Cappella R&B Quintet 
🎤🎙🇬🇧
20K✅ 30K✅40K✅ 50K✅ 75K💨",False,"follower_count : 65500
following_count : 409
likes_count : 440100
video_count : 29
last_active : 2022-01-23
freq_post : 11 days
","saucyvocals
herofficial
midenaike
natalie_lindi
usher
swinglesingers
e_reacts
boyziimenofficial
pyebz","saucyvocals : https://tiktok.com/@vadesings/video/7042416249300831494 (duo, vidéo num: 4)
midenaike : https://tiktok.com/@vadesings/video/6987121574746901766 (duo, vidéo num: 11)
natalie_lindi : https://tiktok.com/@vadesings/video/6981217985289669894 (duo, vidéo num: 12)
swinglesingers : https://tiktok.com/@vadesings/video/7056457082714819846 (mention, vidéo num: 0)
e_reacts : https://tiktok.com/@vadesings/video/7056457082714819846 (mention, vidéo num: 0)
","instruments : 
styles : jazz (1), rnb (12)
others : foryou, foryoupage, vade, acapella, fypシ, africa, vadesings, rnb, boyziimen, thankyou, ghanatiktok🇬🇭, nigeriantiktok, zimtiktok, saucyvadeduet, vadeduets, steviewonder, fyp, vocals, jazz, cyndilauper
"
itspoppymoon,"New Single ‘Always almost’✨
OUT NOW on every streaming platform 🖤",False,"follower_count : 69700
following_count : 186
likes_count : 1100000
video_count : 145
last_active : 2022-01-25
freq_post : 2 days
","kurouchiha99
jellynote.official
thepositivechance","jellynote.official : https://tiktok.com/@itspoppymoon/video/7039752301883542789 (mention, vidéo num: 17)
","instruments : 
styles : 
others : singwithme, singchallenge, duet, yousingmelody, duetme, harmony, fyp, aerosmith, manifestation, band, musician, thetiktokchoir, choir, family, christmas, wonderfuldream, silentnight, vocals, thewitcher, henrycavill
"
pat.smith85,"$PatTSmith
Venmo: @PatSmith85
🦉🦉🦉🦉",False,"follower_count : 72800
following_count : 2711
likes_count : 410000
video_count : 219
last_active : 2022-01-19
freq_post : 3 days
","chadchris86
share_a_cokewithdre
zionmiller
topherhehe
averagehozierenjoyer
arleisham
officialtemptations
shvnsinatra
juliankenn2
johnlegendofficial
clorox
kymonc08
gailabattle
tpain
meratrocadero
kenjameskubota","share_a_cokewithdre : https://tiktok.com/@pat.smith85/video/7051809845812464902 (duo, vidéo num: 3)
zionmiller : https://tiktok.com/@pat.smith85/video/7040111512878320942 (duo, vidéo num: 9)
juliankenn2 : https://tiktok.com/@pat.smith85/video/7028616693442284805 (duo, vidéo num: 19)
kymonc08 : https://tiktok.com/@pat.smith85/video/7025127289608293637 (mention, vidéo num: 22)
gailabattle : https://tiktok.com/@pat.smith85/video/7023397705451982086 (mention, vidéo num: 26)
kenjameskubota : https://tiktok.com/@pat.smith85/video/7023063256491166981 (mention, vidéo num: 28)
","instruments : 
styles : rnb (5)
others : duet, bettywhite, goldengirls, tacobell, happyholidays, 2022, nye, whatareyoudoingnewyearseve, canwehangout, letsdosome, commodores, jesusislove, lionelrichie, iykyk, andre3000, prototype, singwithme, itsnotchristmasyet, spongebob, justpostit
"
boydeco,"Composer || Beatmaker • Los Angeles, CA",False,"follower_count : 38400
following_count : 389
likes_count : 242100
video_count : 66
last_active : 2022-01-21
freq_post : 10 days
","user94678086322
tiana.ohara
swanlikethebird_
lukecwild","tiana.ohara : https://tiktok.com/@boydeco/video/7039490358371175686 (duo, vidéo num: 4)
swanlikethebird_ : https://tiktok.com/@boydeco/video/7031700405797129518 (duo, vidéo num: 7)
lukecwild : https://tiktok.com/@boydeco/video/7026879241551613230 (duo, vidéo num: 9)
","instruments : guitar (23), bass (29), drums (27), synth (1), chords (28)
styles : jazz (1), rnb (3), hiphop (8), groove (1)
others : guitar, bass, chords, loops, duets, lofibeat, cassette, groove, drums, rnb, soul, lofihiphop, drake, jazz, passionfruit, song, cover, fenderrhodes, trap, beat
"
justsomemustard,"“Hello (Its Mustard)”
Next Friday - 1/28/22
Pre-save link below!",False,"follower_count : 1599
following_count : 618
likes_count : 14900
video_count : 463
last_active : 2022-01-26
freq_post : 0 days
","lumberjacker9
vividjay
erikaspondike
sneekiepeete
katoproducer
danpovenmire
katebrunotts
monicaleahsings
staceyryanmusic
adventurewithdanny
jessiedefranco
eleivory
kristinphillipsmusic
thornemalik
jesszillarose
dishabilleartistry","lumberjacker9 : https://tiktok.com/@justsomemustard/video/7056035885682511150 (duo, vidéo num: 9)
vividjay : https://tiktok.com/@justsomemustard/video/7055716775836749103 (duo, vidéo num: 10)
sneekiepeete : https://tiktok.com/@justsomemustard/video/7054876382580624686 (duo, vidéo num: 13)
katebrunotts : https://tiktok.com/@justsomemustard/video/7052646762581970181 (duo, vidéo num: 22)
monicaleahsings : https://tiktok.com/@justsomemustard/video/7052646762581970181 (duo, vidéo num: 22)
adventurewithdanny : https://tiktok.com/@justsomemustard/video/7057476032856821039 (mention, vidéo num: 1)
jessiedefranco : https://tiktok.com/@justsomemustard/video/7057108224759172399 (mention, vidéo num: 4)
eleivory : https://tiktok.com/@justsomemustard/video/7052818715599064325 (mention, vidéo num: 21)
kristinphillipsmusic : https://tiktok.com/@justsomemustard/video/7050611046914018565 (mention, vidéo num: 26)
thornemalik : https://tiktok.com/@justsomemustard/video/7050216689052568838 (mention, vidéo num: 27)
","instruments : saxophone (1)
styles : indiemusic (1)
others : favoriteteacher, singlerelease, stayhydrated, indieartist, justsomemustard, horoscopegirl, recommendationsforyou, independentartist, elfitup, whatami, revealed, umyeah, rappersoftiktok, 7second, recommended, justpretend, singersongwriters, thatisdisgustinggiveittomenow, originalsong, howto
"
calvero_sings,"Artist, singer, songwriter, producer!",False,"follower_count : 13700
following_count : 536
likes_count : 231500
video_count : 666
last_active : 2022-01-26
freq_post : 0 days
","monsterduckmusic
xo_pennypink
pianowritingandthoughts
connordustweare
hankgreen1
counterfeitkubrick
misc_alt_
mr_bigbux
uwuamadeus
user5982164193612
charlieputh
plastic.overdose
adamambroseyo
veignse
cuckethsupreme","monsterduckmusic : https://tiktok.com/@calvero_sings/video/7057575093358071086 (duo, vidéo num: 0)
pianowritingandthoughts : https://tiktok.com/@calvero_sings/video/7056572597571702062 (duo, vidéo num: 12)
connordustweare : https://tiktok.com/@calvero_sings/video/7055486527597546799 (duo, vidéo num: 22)
counterfeitkubrick : https://tiktok.com/@calvero_sings/video/7056950077952314671 (mention, vidéo num: 7)
misc_alt_ : https://tiktok.com/@calvero_sings/video/7056807957069204783 (mention, vidéo num: 10)
plastic.overdose : https://tiktok.com/@calvero_sings/video/7055748800849415470 (mention, vidéo num: 20)
cuckethsupreme : https://tiktok.com/@calvero_sings/video/7055071902800465198 (mention, vidéo num: 27)
","instruments : saxophone (1)
styles : 
others : duet, fyp, hankgreen, haim, bleachers, the1975, calvussy, greenscreen, calveronation, newmusic, indiepop, indieartist, newmusicfriday, popmusic, voiceeffects, hankgreeneyes, synthpop, brucespringsteen, fleetwoodmac, poprock
"
rachelkcollier,"Music Producer and Performer 🎛
IG @rachelkcollier 💜 
YouTube 121k",False,"follower_count : 15500
following_count : 46
likes_count : 75800
video_count : 96
last_active : 2022-01-24
freq_post : 3 days
",vickyoneondrums,"vickyoneondrums : https://tiktok.com/@rachelkcollier/video/7042406259231968518 (mention, vidéo num: 10)
","instruments : 
styles : 
others : musicproduction, producerlife, beatmaker, musicstudio, abletongang, makingabeat, xlnaudio, studiosession, pastelpunch, synthobsession, synthesizer, synthesizers, synths, synthlove, roland, producersoftik, skiing, skiingtiktok, andorra🇦🇩, andorralovers
"
voyagebycello,New original song out everywhere:,False,"follower_count : 9712
following_count : 767
likes_count : 90300
video_count : 166
last_active : 2022-01-12
freq_post : 8 days
","spiritwoodmusic
everybodylovesanoutlaw
halfpelican
skiingfiddler
k8ohara","spiritwoodmusic : https://tiktok.com/@voyagebycello/video/7043555458803649797 (mention, vidéo num: 3)
halfpelican : https://tiktok.com/@voyagebycello/video/7027905212937407749 (mention, vidéo num: 11)
skiingfiddler : https://tiktok.com/@voyagebycello/video/7027905212937407749 (mention, vidéo num: 11)
","instruments : cello (4)
styles : 
others : cello, amp, musiciansoftiktok, musicgear, gearhead, cellistsoftiktok, aquascape, plantedtank, plantedaquarium, aquarium, transformationtuesday, transformation, gillianwelch, asmr, breakfast, foodtok, originalmusic, catsoftiktok, mandolin, singersongwriter
"
alexdavidkimball,"✨ working on my EP ✨
writer / producer
⬇️ follow me on insta ⬇️",False,"follower_count : 54500
following_count : 205
likes_count : 827600
video_count : 50
last_active : 2022-01-21
freq_post : 0 days
","kyle_rothwell
swordluvr
garuzo
noraunreal
navajo.ojavan
ray_needs_some_sleep
shivam.washington
tommodees
pandanuget14
teaghan.jacobs
fankylag
alexdavidkimball
rcarecordsofficial
redallusion
purpl3dino
rad_artwoks
moebean_s
basil_shifts
andrew.adonii
ah_man664
echuid
thejamezmichael
amundana
connectivity_issues
bluerobotparade
mdrainy
jay_45k
calebrice047","swordluvr : https://tiktok.com/@alexdavidkimball/video/7055813426483907886 (mention, vidéo num: 0)
navajo.ojavan : https://tiktok.com/@alexdavidkimball/video/7053973833795079471 (mention, vidéo num: 5)
alexdavidkimball : https://tiktok.com/@alexdavidkimball/video/7050973199810645294 (mention, vidéo num: 14)
purpl3dino : https://tiktok.com/@alexdavidkimball/video/7050613529128471855 (mention, vidéo num: 16)
ah_man664 : https://tiktok.com/@alexdavidkimball/video/7049431028775161135 (mention, vidéo num: 21)
thejamezmichael : https://tiktok.com/@alexdavidkimball/video/7048753026601028911 (mention, vidéo num: 23)
","instruments : guitar (30)
styles : indie (22)
others : maincharacter, guitar, film, fyp, movie, songwriter, writing, plants, indie, college, endoftheworld, duet, musicvideo, score, boy, hometown, stitch, producer, vocals, boyfriend
"
jacktjames_,"I sing a little🤟😁
Spotify - JT James 
Insta - jtjamesmusic",False,"follower_count : 31100
following_count : 76
likes_count : 463400
video_count : 172
last_active : 2022-01-25
freq_post : 2 days
","samfender
firstblock
sadiejean",,"instruments : guitar (3), piano (27)
styles : 
others : piano, songwriting, fyp, foryou, singers, pianochallenge, originalsong, duet, voiceeffects, guitar, guitarchallange, cover, answer, sadiejean, pianocover, openverse, guitarchallenge, singing, wethree, christmas
"
thunderstormartis,"My Goal is to make music that touches the soul 
Season 18 finalists on the Voice",False,"follower_count : 1225
following_count : 171
likes_count : 8695
video_count : 30
last_active : 2022-01-23
freq_post : 17 days
","nbcthevoice
dlylez
itsbenhorsburgh
justintimberlake
jakeshimabukuromusic
shawnmendes
johnlegendofficial
train
popularchoiceclothing
hozierofficial
billieeilish
thegr8khalid
juliamichaels","dlylez : https://tiktok.com/@thunderstormartis/video/6928865648852405509 (duo, vidéo num: 26)
jakeshimabukuromusic : https://tiktok.com/@thunderstormartis/video/7052070547517328687 (mention, vidéo num: 2)
popularchoiceclothing : https://tiktok.com/@thunderstormartis/video/7001257212018429189 (mention, vidéo num: 13)
","instruments : 
styles : 
others : acousticcovers, cover, duet, coversong, samsmith, imnottheonlyonesamsmith, christmas, littledrumerboy, hawaii, fourseasonshotel, singwithme, singing, thevoice, sf, yesterday, beatles, music, harmonica, hallelujah, duetme
"
number9revloution,"huge stan of The Beatles
i play guitar and bass
john lennon is my fav beatle",False,"follower_count : 10
following_count : 77
likes_count : 40
video_count : 10
last_active : 2022-01-09
freq_post : 2 days
",,,"instruments : 
styles : 
others : fy, fyp, fypシ, foryou, foryoupage, xyzbca, johnlennon, thebeatles, thebeatlesgetback, thebeatles4ever, obsession, beatlemania, beatlemaniac, photography, iphone13, iphone13pro, iphone, hofnerignition, hofnerbassviolin, paulmccartney
"
guitartemple,"Guitar loops 🎸♾
Songwriting 🎶
Instrumental Covers ✨",False,"follower_count : 221
following_count : 113
likes_count : 3245
video_count : 50
last_active : 2022-01-26
freq_post : 6 days
","colosus76
shaunadewit",,"instruments : guitar (12)
styles : indie (1), indiemusic (1), lofi (1)
others : music, producer, guitar, musician, indiemusic, songwriter, indie, musictok, night, drive, car, mood, pourtoi, pourtoipage, foryou, foryoupage, hotelcalifornia, cover, classic, mashup
"
fakedeepnick,If you wanna listen to my music here’s a link⬇️,False,"follower_count : 26
following_count : 14
likes_count : 262
video_count : 10
last_active : 2022-01-13
freq_post : 15 days
",,,"instruments : 
styles : indie (2), punk (1)
others : greenscreen, foryoupage, fypシ゚, thephoto, greenscreenvideo, boostofhope, fyp, simsselves, kraftmacmeskip, bedroomartist, macysgifttok, spotifywrapped, skate, indie, postpunk, santacruz, vantrip, santacruzbeachboardwalk, fakedeep, oneslicechallenge
"
brlzeebee,"my name is bri!
nc <3",False,"follower_count : 108
following_count : 45
likes_count : 914
video_count : 30
last_active : 2022-01-26
freq_post : 6 days
","micotoronto
5sos
gnocchi500
tehegracietehe
siillybri
livbedumb
chelseacutlerofficial
jeremyzucker
arianagrande
billieeilish
ogwilbursoot","siillybri : https://tiktok.com/@brlzeebee/video/7042530953973058822 (mention, vidéo num: 4)
","instruments : guitar (1)
styles : pop (1), indiemusic (1)
others : voiceeffects, fyp, fypシ, elfitup, 2022, beabadoobee, cover, singer, birthday, gracieabrams, hellosarah, rivrisasillygirlwithabublyaddiction, foryou, romwenextgen, original, guitar, duet, justdancewithcamila, levismusicproject, oneslicechallenge
"
dakotadrummorgan,🥁I occasionally get loud🥁,False,"follower_count : 1679
following_count : 986
likes_count : 8253
video_count : 122
last_active : 2022-01-20
freq_post : 1 days
","dakotadrummorgan
thundercat
bassistbrianfranks
thebretcrowshow
felonious_skunk
_boycoupon
tommorello
mikemusokelly
fionakida
tubaryan
evntyd_
jmmorris_music
morgan_le_fayy
gunderfunk
monsterduckmusic
johnmarknelson","dakotadrummorgan : https://tiktok.com/@dakotadrummorgan/video/7055098967201451311 (duo, vidéo num: 0)
bassistbrianfranks : https://tiktok.com/@dakotadrummorgan/video/7054674183363710255 (duo, vidéo num: 1)
felonious_skunk : https://tiktok.com/@dakotadrummorgan/video/7052834212315057455 (duo, vidéo num: 5)
_boycoupon : https://tiktok.com/@dakotadrummorgan/video/7052095893822000431 (duo, vidéo num: 6)
mikemusokelly : https://tiktok.com/@dakotadrummorgan/video/7050607514571951407 (duo, vidéo num: 9)
tubaryan : https://tiktok.com/@dakotadrummorgan/video/7049127000618994990 (duo, vidéo num: 12)
evntyd_ : https://tiktok.com/@dakotadrummorgan/video/7047267440727952687 (duo, vidéo num: 16)
jmmorris_music : https://tiktok.com/@dakotadrummorgan/video/7046530720457821487 (duo, vidéo num: 17)
morgan_le_fayy : https://tiktok.com/@dakotadrummorgan/video/7044693945900649774 (duo, vidéo num: 21)
gunderfunk : https://tiktok.com/@dakotadrummorgan/video/7040207963570818350 (duo, vidéo num: 29)
monsterduckmusic : https://tiktok.com/@dakotadrummorgan/video/7047497914247302447 (mention, vidéo num: 15)
johnmarknelson : https://tiktok.com/@dakotadrummorgan/video/7044228726242102574 (mention, vidéo num: 24)
","instruments : drums (13), tuba (2)
styles : 
others : duet, drummersoftiktok, drummerslife, porkpie, meinlcymbals, zildjiancymbals, vicfirth, voiceeffects, inverted, drummer, drumming, drums, fuckyea, funky, catsoftiktok, catdad, cutekitty, dwarfkitty, ygritte, cutecat
"
swinglesingers,"5 time Grammy Award winning vocal group

www.patreon.com/theswingles",False,"follower_count : 526
following_count : 132
likes_count : 1325
video_count : 23
last_active : 2021-12-12
freq_post : 22 days
","marmitesquad
oli_griffiths
iamlpofficial
jamiewright45
jonsmithmusic_","oli_griffiths : https://tiktok.com/@swinglesingers/video/6944024274613161222 (mention, vidéo num: 13)
jonsmithmusic_ : https://tiktok.com/@swinglesingers/video/6856030587858193669 (mention, vidéo num: 21)
","instruments : drums (1)
styles : jazz (1)
others : holidayclassic, buildthesong?, christmascover, christmas, vocalcover, fyp, libertango, piazzolla, classicalmusic, theswingles, vocalmusic, youdontspeakforme, ydsfm, newsingle, newvideo, swinglesathome, bbc, radio3, bbcproms, royalalberthall
"
